tourney_id,tourney_year,tourney_name,level,start_date,end_date,surface,city,country,singles_draw_size,prize_money,prize_money_currency,match_id,date,round,winner,loser,winner_country,loser_country,winner_seed,loser_seed,set1_score,set2_score,set3_score,indoor_outdoor,player_id_winner,player_id_loser,event_id,event_year,player_a,player_b,country_a,country_b,seed_a,seed_b,winner_flag_raw,winner_player_name,loser_player_name,num_sets,score_string,match_timestamp,match_date,match_time_total,tournament_name,tournament_title,liveScoringId,venue_id,venue_name,PlayerIDA,PlayerIDA2,PlayerIDB,PlayerIDB2,aces_set1,aces_set2,aces_set3,dblflt_set1,dblflt_set2,dblflt_set3,settime_set1,winner_score_set1,loser_score_set1,winner_scoret_set1,loser_scoret_set1,winner_aces_set1,loser_aces_set1,winner_dblflt_set1,loser_dblflt_set1,winner_ptswon1stserv_set1,loser_ptswon1stserv_set1,winner_ptsplayed1stserv_set1,loser_ptsplayed1stserv_set1,winner_ptstotwonserv_set1,loser_ptstotwonserv_set1,winner_totservplayed_set1,loser_totservplayed_set1,winner_breakptsconv_set1,loser_breakptsconv_set1,winner_breakptsplayed_set1,loser_breakptsplayed_set1,winner_servgamesplayed_set1,loser_servgamesplayed_set1,winner_pts1stservlost_set1,loser_pts1stservlost_set1,winner_totptswon_set1,loser_totptswon_set1,winner_acesss_set1,loser_acesss_set1,settime_set2,winner_score_set2,loser_score_set2,winner_scoret_set2,loser_scoret_set2,winner_aces_set2,loser_aces_set2,winner_dblflt_set2,loser_dblflt_set2,winner_ptswon1stserv_set2,loser_ptswon1stserv_set2,winner_ptsplayed1stserv_set2,loser_ptsplayed1stserv_set2,winner_ptstotwonserv_set2,loser_ptstotwonserv_set2,winner_totservplayed_set2,loser_totservplayed_set2,winner_breakptsconv_set2,loser_breakptsconv_set2,winner_breakptsplayed_set2,loser_breakptsplayed_set2,winner_servgamesplayed_set2,loser_servgamesplayed_set2,winner_pts1stservlost_set2,loser_pts1stservlost_set2,winner_totptswon_set2,loser_totptswon_set2,winner_acesss_set2,loser_acesss_set2,settime_set3,winner_score_set3,loser_score_set3,winner_scoret_set3,loser_scoret_set3,winner_aces_set3,loser_aces_set3,winner_dblflt_set3,loser_dblflt_set3,winner_ptswon1stserv_set3,loser_ptswon1stserv_set3,winner_ptsplayed1stserv_set3,loser_ptsplayed1stserv_set3,winner_ptstotwonserv_set3,loser_ptstotwonserv_set3,winner_totservplayed_set3,loser_totservplayed_set3,winner_breakptsconv_set3,loser_breakptsconv_set3,winner_breakptsplayed_set3,loser_breakptsplayed_set3,winner_servgamesplayed_set3,loser_servgamesplayed_set3,winner_pts1stservlost_set3,loser_pts1stservlost_set3,winner_totptswon_set3,loser_totptswon_set3,winner_acesss_set3,loser_acesss_set3,match_message,match_status,set4_score,set5_score,winner_flag,doublefaults_tot_winner,doublefaults_tot_loser,aces_tot_winner,aces_tot_loser,firstserve_dividend_tot_winner,firstserve_dividend_tot_loser,firstserve_divisor_tot_winner,firstserve_divisor_tot_loser,firstserve_percent_tot_winner,firstserve_percent_tot_loser,firstservepointswon_dividend_tot_winner,firstservepointswon_dividend_tot_loser,firstservepointswon_divisor_tot_winner,firstservepointswon_divisor_tot_loser,firstservepointswon_percent_tot_winner,firstservepointswon_percent_tot_loser,secondservepointswon_percent_tot_winner,secondservepointswon_dividend_tot_winner,secondservepointswon_divisor_tot_winner,secondservepointswon_percent_tot_loser,secondservepointswon_dividend_tot_loser,secondservepointswon_divisor_tot_loser,breakpointssaved_dividend_tot_winner,breakpointssaved_divisor_tot_winner,breakpointssaved_percent_tot_winner,servicegamesplayed_tot_winner,servicegamesplayed_tot_loser,serverating_tot_winner,serverating_tot_loser,totalservicepointswon_dividend_tot_winner,totalservicepointswon_percent_tot_winner,totalreturnpointswon_percent_tot_winner,totalpointswon_percent_tot_winner,tiebreak_set1_winner,tiebreak_set1_loser,tiebreak_set2_winner,tiebreak_set2_loser,tiebreak_set3_winner,tiebreak_set3_loser,player_winner,player_loser,country_winner,country_loser,seed_winner,seed_loser,serveratinglink_tot_winner,serveratinglink_tot_loser,breakpointssaved_percent_tot_loser,breakpointssaved_dividend_tot_loser,breakpointssaved_divisor_tot_loser
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS001,2026-06-14,F,Robin Montgomery,Barbora Krejcikova,USA,CZE,,8.0,,,,O,329408,318314,0822,2026,Robin Montgomery,Barbora Krejcikova,USA,CZE,,8,6,Robin Montgomery,Barbora Krejcikova,0, W/O,2026-06-14T09:29:45.76+00:00,2026-06-14,00:00:00,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,329408,,318314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS002,2026-06-13,S,Robin Montgomery,Ajla Tomljanovic,USA,AUS,,,6-4,6-2,,O,329408,315232,0822,2026,Robin Montgomery,Ajla Tomljanovic,USA,AUS,,,2,Robin Montgomery,Ajla Tomljanovic,2,"6-4,6-2",2026-06-13T12:10:54.99+00:00,2026-06-13,01:08:30,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,329408,,315232,,,,,,,,00:35:47,6,4,,0,5.0,1.0,1.0,2.0,16.0,12.0,16.0,18.0,21.0,18.0,27.0,27.0,1.0,0.0,2.0,0.0,5.0,5.0,0.0,6.0,30.0,24.0,0.0,0.0,00:32:43,6,2,,0,6.0,0.0,1.0,0.0,12.0,9.0,17.0,17.0,17.0,10.0,25.0,22.0,2.0,0.0,2.0,1.0,4.0,4.0,5.0,8.0,29.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS003,2026-06-13,S,Barbora Krejcikova,Magda Linette,CZE,POL,8.0,,6-3,7-6(4),,O,318314,315130,0822,2026,Barbora Krejcikova,Magda Linette,CZE,POL,8,,2,Barbora Krejcikova,Magda Linette,2,"6-3,7-6(4)",2026-06-13T08:48:05.11+00:00,2026-06-13,02:04:18,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,318314,,315130,,,,,,,,00:41:12,6,3,,0,2.0,1.0,3.0,1.0,15.0,7.0,19.0,14.0,21.0,11.0,32.0,24.0,2.0,1.0,4.0,4.0,5.0,4.0,4.0,7.0,34.0,22.0,0.0,0.0,01:23:06,7,6,,4,2.0,0.0,1.0,3.0,19.0,23.0,23.0,35.0,28.0,34.0,44.0,60.0,1.0,1.0,9.0,3.0,6.0,6.0,4.0,12.0,54.0,50.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS004,2026-06-12,Q,Robin Montgomery,Daria Snigur,USA,UKR,,,6-4,6-4,,O,329408,327845,0822,2026,Daria Snigur,Robin Montgomery,UKR,USA,,,3,Robin Montgomery,Daria Snigur,2,"6-4,6-4",2026-06-12T14:11:24.137+00:00,2026-06-12,01:16:24,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,327845,,329408,,,,,,,,00:39:38,6,4,0,,10.0,1.0,1.0,0.0,19.0,18.0,22.0,27.0,23.0,21.0,33.0,36.0,1.0,0.0,5.0,2.0,5.0,5.0,3.0,9.0,38.0,31.0,0.0,0.0,00:36:44,6,4,0,,4.0,0.0,2.0,3.0,10.0,11.0,15.0,21.0,17.0,17.0,25.0,32.0,2.0,1.0,3.0,1.0,5.0,5.0,5.0,10.0,32.0,25.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS005,2026-06-12,Q,Ajla Tomljanovic,Caty McNally,AUS,USA,,,6-4,6-4,,O,315232,325725,0822,2026,Caty McNally,Ajla Tomljanovic,USA,AUS,,,3,Ajla Tomljanovic,Caty McNally,2,"6-4,6-4",2026-06-12T15:49:24.097+00:00,2026-06-12,01:42:28,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,325725,,315232,,,,,,,,00:46:18,6,4,0,,2.0,5.0,2.0,0.0,13.0,15.0,19.0,29.0,18.0,20.0,28.0,39.0,2.0,1.0,6.0,2.0,5.0,5.0,6.0,14.0,37.0,30.0,0.0,0.0,00:56:09,6,4,0,,0.0,0.0,0.0,1.0,14.0,17.0,23.0,31.0,20.0,21.0,32.0,41.0,2.0,1.0,5.0,2.0,5.0,5.0,9.0,14.0,40.0,33.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS006,2026-06-12,Q,Barbora Krejcikova,Elena-Gabriela Ruse,CZE,ROU,8.0,,6-1,6-2,,O,318314,320408,0822,2026,Barbora Krejcikova,Elena-Gabriela Ruse,CZE,ROU,8,,2,Barbora Krejcikova,Elena-Gabriela Ruse,2,"6-1,6-2",2026-06-12T08:47:17.95+00:00,2026-06-12,01:01:44,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,318314,,320408,,,,,,,,00:31:52,6,1,,0,3.0,0.0,3.0,1.0,10.0,8.0,14.0,19.0,12.0,10.0,21.0,26.0,3.0,1.0,7.0,1.0,4.0,3.0,4.0,11.0,28.0,19.0,0.0,0.0,00:29:53,6,2,,0,3.0,1.0,0.0,2.0,12.0,9.0,15.0,14.0,16.0,9.0,21.0,19.0,2.0,0.0,2.0,0.0,4.0,4.0,3.0,5.0,26.0,14.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS007,2026-06-12,Q,Magda Linette,Zeynep Sonmez,POL,TUR,,,6-4,6-2,,O,315130,326907,0822,2026,Zeynep Sonmez,Magda Linette,TUR,POL,,,3,Magda Linette,Zeynep Sonmez,2,"6-4,6-2",2026-06-12T12:43:22.69+00:00,2026-06-12,01:11:09,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,326907,,315130,,,,,,,,00:39:58,6,4,0,,5.0,0.0,0.0,0.0,17.0,13.0,23.0,21.0,20.0,16.0,32.0,29.0,2.0,1.0,4.0,1.0,5.0,5.0,6.0,8.0,33.0,28.0,0.0,0.0,00:31:09,6,2,0,,4.0,0.0,0.0,1.0,12.0,10.0,14.0,18.0,16.0,13.0,21.0,23.0,2.0,0.0,2.0,0.0,4.0,4.0,2.0,8.0,26.0,18.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS008,2026-06-10,2,Daria Snigur,Panna Udvardy,UKR,HUN,,,6-4,3-6,6-4,O,327845,325956,0822,2026,Panna Udvardy,Daria Snigur,HUN,UKR,,,3,Daria Snigur,Panna Udvardy,3,"6-4,3-6,6-4",2026-06-10T13:49:00.213+00:00,2026-06-10,02:01:23,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,325956,,327845,,,,,,,,00:37:13,6,4,0,,1.0,5.0,1.0,1.0,17.0,14.0,25.0,21.0,20.0,16.0,32.0,29.0,2.0,1.0,3.0,4.0,5.0,5.0,8.0,7.0,33.0,28.0,0.0,0.0,00:41:04,3,6,0,,0.0,5.0,1.0,2.0,9.0,17.0,16.0,19.0,12.0,26.0,22.0,43.0,1.0,2.0,3.0,4.0,4.0,5.0,7.0,2.0,29.0,36.0,0.0,0.0,00:43:03,6,4,0,,0.0,1.0,0.0,2.0,19.0,11.0,30.0,19.0,20.0,16.0,34.0,32.0,2.0,1.0,3.0,3.0,5.0,5.0,11.0,8.0,36.0,30.0,0.0,0.0,,,,,,2.0,5.0,1.0,11.0,71.0,59.0,88.0,104.0,0.8068181818181818,0.5673076923076923,45.0,42.0,71.0,59.0,0.6338028169014085,0.711864406779661,,,,,,,7.0,20,0.35,14.0,15.0,,,,,,,,,,,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS009,2026-06-11,2,Robin Montgomery,Greet Minnen,USA,BEL,,,6-4,7-6(4),,O,329408,321454,0822,2026,Robin Montgomery,Greet Minnen,USA,BEL,,,2,Robin Montgomery,Greet Minnen,2,"6-4,7-6(4)",2026-06-11T09:00:27.42+00:00,2026-06-11,01:29:34,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,329408,,321454,,,,,,,,00:37:18,6,4,,0,2.0,0.0,0.0,3.0,13.0,12.0,19.0,20.0,18.0,17.0,26.0,32.0,2.0,1.0,2.0,3.0,5.0,5.0,6.0,8.0,33.0,25.0,0.0,0.0,00:51:46,7,6,,4,4.0,2.0,2.0,1.0,21.0,15.0,27.0,22.0,23.0,20.0,39.0,34.0,2.0,2.0,2.0,2.0,6.0,6.0,6.0,7.0,37.0,36.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,7.0,4.0,,,,,,,,,,,,,
0822,2026,'S-HERTOGENBOSCH,WTA 250,2026-06-08,2026-06-14,Grass,'S-HERTOGENBOSCH,NED,32,283347,USD,LS010,2026-06-11,2,Caty McNally,Solana Sierra,USA,ARG,,,6-4,6-3,,O,325725,329081,0822,2026,Caty McNally,Solana Sierra,USA,ARG,,,2,Caty McNally,Solana Sierra,2,"6-4,6-3",2026-06-11T14:17:28.44+00:00,2026-06-11,01:35:34,'S-HERTOGENBOSCH,"Libéma Open - 's-Hertogenbosch, NED",822,,,325725,,329081,,,,,,,,00:48:17,6,4,,0,1.0,0.0,1.0,2.0,15.0,11.0,26.0,17.0,21.0,18.0,35.0,34.0,2.0,1.0,5.0,3.0,5.0,5.0,11.0,6.0,37.0,32.0,0.0,0.0,00:47:15,6,3,,0,0.0,2.0,1.0,2.0,14.0,12.0,21.0,24.0,19.0,19.0,27.0,38.0,2.0,1.0,8.0,1.0,5.0,4.0,7.0,12.0,38.0,27.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,
