full_name,ranking,points,date
Roger Federer,1,9660,2018-03-26
Rafael Nadal,2,9370,2018-03-26
Marin Cilic,3,4905,2018-03-26
Grigor Dimitrov,4,4600,2018-03-26
Alexander Zverev,5,4505,2018-03-26
Juan Martin del Potro,6,4155,2018-03-26
Dominic Thiem,7,3675,2018-03-26
Kevin Anderson,8,3235,2018-03-26
David Goffin,9,3190,2018-03-26
Lucas Pouille,10,2420,2018-03-26
Jack Sock,11,2335,2018-03-26
Novak Djokovic,12,2300,2018-03-26
Tomas Berdych,13,2275,2018-03-26
Sam Querrey,14,2265,2018-03-26
Roberto Bautista Agut,15,2255,2018-03-26
Diego Schwartzman,16,2220,2018-03-26
John Isner,17,2170,2018-03-26
Fabio Fognini,18,2155,2018-03-26
Pablo Carreno Busta,19,2045,2018-03-26
Nick Kyrgios,20,1945,2018-03-26
Stan Wawrinka,21,1875,2018-03-26
Adrian Mannarino,22,1735,2018-03-26
Hyeon Chung,23,1727,2018-03-26
Albert Ramos-Vinolas,24,1710,2018-03-26
Milos Raonic,25,1630,2018-03-26
Kyle Edmund,26,1627,2018-03-26
Filip Krajinovic,27,1539,2018-03-26
Gilles Muller,28,1500,2018-03-26
Andy Murray,29,1450,2018-03-26
Damir Dzumhur,30,1430,2018-03-26
Philipp Kohlschreiber,31,1425,2018-03-26
Feliciano Lopez,32,1420,2018-03-26
Kei Nishikori,33,1415,2018-03-26
Andrey Rublev,34,1393,2018-03-26
David Ferrer,35,1370,2018-03-26
Borna Coric,36,1366,2018-03-26
Richard Gasquet,37,1305,2018-03-26
Jo-Wilfried Tsonga,38,1300,2018-03-26
Fernando Verdasco,39,1260,2018-03-26
Pablo Cuevas,40,1220,2018-03-26
Karen Khachanov,41,1220,2018-03-26
Gael Monfils,42,1175,2018-03-26
Yuichi Sugita,43,1160,2018-03-26
Robin Haase,44,1120,2018-03-26
Leonardo Mayer,45,1080,2018-03-26
Denis Shapovalov,46,1076,2018-03-26
Benoit Paire,47,1075,2018-03-26
Aljaz Bedene,48,1043,2018-03-26
Jared Donaldson,49,1038,2018-03-26
Peter Gojowczyk,50,985,2018-03-26
Alexandr Dolgopolov,51,976,2018-03-26
Daniil Medvedev,52,959,2018-03-26
Ryan Harrison,53,945,2018-03-26
Steve Johnson,54,940,2018-03-26
Mischa Zverev,55,932,2018-03-26
Jan-Lennard Struff,56,915,2018-03-26
Paolo Lorenzi,57,905,2018-03-26
Tennys Sandgren,58,903,2018-03-26
Julien Benneteau,59,891,2018-03-26
Marton Fucsovics,60,871,2018-03-26
Guido Pella,61,865,2018-03-26
Andreas Seppi,62,861,2018-03-26
Frances Tiafoe,63,844,2018-03-26
Jiri Vesely,64,835,2018-03-26
Nicolas Jarry,65,830,2018-03-26
Horacio Zeballos,66,813,2018-03-26
Federico Delbonis,67,800,2018-03-26
Viktor Troicki,68,790,2018-03-26
Guillermo Garcia-Lopez,69,779,2018-03-26
Stefanos Tsitsipas,70,769,2018-03-26
Taylor Fritz,71,759,2018-03-26
Gilles Simon,72,755,2018-03-26
Maximilian Marterer,73,742,2018-03-26
Florian Mayer,74,739,2018-03-26
Mirza Basic,75,702,2018-03-26
Matthew Ebden,76,690,2018-03-26
Vasek Pospisil,77,687,2018-03-26
Roberto Carballes Baena,78,683,2018-03-26
Ivo Karlovic,79,680,2018-03-26
Joao Sousa,80,680,2018-03-26
Pierre-Hugues Herbert,81,675,2018-03-26
Marcos Baghdatis,82,670,2018-03-26
Mikhail Kukushkin,83,665,2018-03-26
Marius Copil,84,661,2018-03-26
Denis Istomin,85,658,2018-03-26
Thomas Fabbiano,86,656,2018-03-26
Nicolas Kicker,87,648,2018-03-26
Evgeny Donskoy,88,641,2018-03-26
Nikoloz Basilashvili,89,640,2018-03-26
Jeremy Chardy,90,640,2018-03-26
Yen-Hsun Lu,91,640,2018-03-26
Dudi Sela,92,638,2018-03-26
Radu Albot,93,627,2018-03-26
Laslo Djere,94,627,2018-03-26
Matteo Berrettini,95,621,2018-03-26
John Millman,96,613,2018-03-26
Marco Cecchinato,97,611,2018-03-26
Malek Jaziri,98,603,2018-03-26
Jordan Thompson,99,603,2018-03-26
Cedrik-Marcel Stebe,100,602,2018-03-26
Nicolas Mahut,101,592,2018-03-26
Mikhail Youzhny,102,589,2018-03-26
Ricardas Berankis,103,574,2018-03-26
Lukas Lacko,104,559,2018-03-26
Cameron Norrie,105,555,2018-03-26
Gastao Elias,106,553,2018-03-26
Yuki Bhambri,107,545,2018-03-26
Dusan Lajovic,108,540,2018-03-26
Bjorn Fratangelo,109,523,2018-03-26
Donald Young,110,506,2018-03-26
