full_name,ranking,points,date
Roger Federer,1,7290,2007-07-09
Rafael Nadal,2,5225,2007-07-09
Novak Djokovic,3,3310,2007-07-09
Andy Roddick,4,3230,2007-07-09
Nikolay Davydenko,5,3185,2007-07-09
Fernando Gonzalez,6,2780,2007-07-09
Richard Gasquet,7,2220,2007-07-09
Tommy Robredo,8,2200,2007-07-09
James Blake,9,2075,2007-07-09
Tomas Berdych,10,2045,2007-07-09
Tommy Haas,11,2035,2007-07-09
Ivan Ljubicic,12,1940,2007-07-09
Andy Murray,13,1935,2007-07-09
Mikhail Youzhny,14,1875,2007-07-09
David Ferrer,15,1610,2007-07-09
Guillermo Canas,16,1607,2007-07-09
Juan Carlos Ferrero,17,1505,2007-07-09
Marcos Baghdatis,18,1370,2007-07-09
Juan Ignacio Chela,19,1335,2007-07-09
Carlos Moya,20,1260,2007-07-09
Lleyton Hewitt,21,1230,2007-07-09
Marat Safin,22,1165,2007-07-09
Jarkko Nieminen,23,1125,2007-07-09
David Nalbandian,24,1115,2007-07-09
Dmitry Tursunov,25,1080,2007-07-09
Robin Soderling,26,1035,2007-07-09
Filippo Volandri,27,1015,2007-07-09
Paul-Henri Mathieu,28,970,2007-07-09
Agustin Calleri,29,960,2007-07-09
Jurgen Melzer,30,945,2007-07-09
Juan Monaco,31,935,2007-07-09
Dominik Hrbaty,32,930,2007-07-09
Arnaud Clement,33,895,2007-07-09
Philipp Kohlschreiber,34,880,2007-07-09
Florian Mayer,35,853,2007-07-09
Xavier Malisse,36,850,2007-07-09
Nicolas Almagro,37,810,2007-07-09
Mardy Fish,38,770,2007-07-09
Mario Ancic,39,765,2007-07-09
Ivo Karlovic,40,747,2007-07-09
Marc Gicquel,41,746,2007-07-09
Fernando Verdasco,42,730,2007-07-09
Hyung-Taik Lee,43,726,2007-07-09
Robby Ginepri,44,720,2007-07-09
Benjamin Becker,45,719,2007-07-09
Potito Starace,46,716,2007-07-09
Albert Montanes,47,712,2007-07-09
