full_name,ranking,points,date
Pete Sampras,1,4865,1997-01-13
Michael Chang,2,3597,1997-01-13
Yevgeny Kafelnikov,3,3480,1997-01-13
Goran Ivanisevic,4,3465,1997-01-13
Thomas Muster,5,3125,1997-01-13
Boris Becker,6,2944,1997-01-13
Richard Krajicek,7,2380,1997-01-13
Andre Agassi,8,2364,1997-01-13
Thomas Enqvist,9,2191,1997-01-13
Wayne Ferreira,10,2149,1997-01-13
Marcelo Rios,11,2114,1997-01-13
Todd Martin,12,1875,1997-01-13
Albert Costa,13,1757,1997-01-13
Tim Henman,14,1592,1997-01-13
Stefan Edberg,15,1567,1997-01-13
Jim Courier,16,1561,1997-01-13
Magnus Gustafsson,17,1537,1997-01-13
Jan Siemerink,18,1530,1997-01-13
Felix Mantilla,19,1505,1997-01-13
Michael Stich,20,1491,1997-01-13
Alberto Berasategui,21,1477,1997-01-13
Cedric Pioline,22,1455,1997-01-13
MaliVai Washington,23,1428,1997-01-13
Marc Rosset,24,1406,1997-01-13
Carlos Moya,25,1401,1997-01-13
Alex Corretja,26,1385,1997-01-13
Paul Haarhuis,27,1271,1997-01-13
Mark Woodforde,28,1252,1997-01-13
Mark Philippoussis,29,1242,1997-01-13
Jason Stoltenberg,30,1204,1997-01-13
Richey Reneberg,31,1203,1997-01-13
Arnaud Boetsch,32,1183,1997-01-13
Todd Woodbridge,33,1155,1997-01-13
Petr Korda,34,1123,1997-01-13
Francisco Clavet,35,1118,1997-01-13
Andrei Medvedev,36,1114,1997-01-13
Alex O'Brien,37,1081,1997-01-13
Javier Sanchez,38,1031,1997-01-13
Bohdan Ulihrach,39,965,1997-01-13
Renzo Furlan,40,962,1997-01-13
Mikael Tillstrom,41,960,1997-01-13
Chris Woodruff,42,924,1997-01-13
Magnus Larsson,43,917,1997-01-13
David Prinosil,44,900,1997-01-13
Hernan Gumy,45,897,1997-01-13
Jonas Bjorkman,46,886,1997-01-13
Hendrik Dreekmann,47,870,1997-01-13
Adrian Voinea,48,852,1997-01-13
Marc-Kevin Goellner,49,821,1997-01-13
Sandon Stolle,50,810,1997-01-13
Martin Damm,51,804,1997-01-13
Kenneth Carlsen,52,791,1997-01-13
Vincent Spadea,53,787,1997-01-13
Patrick Rafter,54,780,1997-01-13
Greg Rusedski,55,780,1997-01-13
Christian Ruud,56,780,1997-01-13
Byron Black,57,777,1997-01-13
Andrea Gaudenzi,58,776,1997-01-13
Bernd Karbacher,59,775,1997-01-13
Karol Kucera,60,775,1997-01-13
Guy Forget,61,756,1997-01-13
Karim Alami,62,754,1997-01-13
Thomas Johansson,63,753,1997-01-13
Sergi Bruguera,64,752,1997-01-13
Jonathan Stark,65,740,1997-01-13
Carlos Costa,66,733,1997-01-13
Slava Dosedel,67,728,1997-01-13
Roberto Carretero,68,716,1997-01-13
Jiri Novak,69,715,1997-01-13
Nicklas Kulti,70,709,1997-01-13
Hicham Arazi,71,685,1997-01-13
Alex Radulescu,72,667,1997-01-13
Andrei Chesnokov,73,636,1997-01-13
Jakob Hlasek,74,629,1997-01-13
Tomas Carbonell,75,627,1997-01-13
Dominik Hrbaty,76,622,1997-01-13
Daniel Vacek,77,621,1997-01-13
Grant Stafford,78,611,1997-01-13
Juan Albert Viloca-Puig,79,607,1997-01-13
Marcelo Filippini,80,597,1997-01-13
Johan Van Herck,81,584,1997-01-13
Guillaume Raoux,82,583,1997-01-13
Scott Draper,83,576,1997-01-13
Patrik Fredriksson,84,573,1997-01-13
Sjeng Schalken,85,572,1997-01-13
