full_name,ranking,points,date
Novak Djokovic,1,15040,2016-07-11
Andy Murray,2,10195,2016-07-11
Roger Federer,3,5945,2016-07-11
Rafael Nadal,4,5290,2016-07-11
Stan Wawrinka,5,4720,2016-07-11
Kei Nishikori,6,4290,2016-07-11
Milos Raonic,7,4285,2016-07-11
Tomas Berdych,8,3490,2016-07-11
Dominic Thiem,9,3175,2016-07-11
Jo-Wilfried Tsonga,10,2995,2016-07-11
David Goffin,11,2780,2016-07-11
Marin Cilic,12,2695,2016-07-11
David Ferrer,13,2650,2016-07-11
Richard Gasquet,14,2365,2016-07-11
Roberto Bautista Agut,15,2060,2016-07-11
John Isner,16,2055,2016-07-11
Gael Monfils,17,2030,2016-07-11
Nick Kyrgios,18,1855,2016-07-11
Bernard Tomic,19,1850,2016-07-11
Feliciano Lopez,20,1675,2016-07-11
Lucas Pouille,21,1661,2016-07-11
Philipp Kohlschreiber,22,1600,2016-07-11
Benoit Paire,23,1596,2016-07-11
Pablo Cuevas,24,1555,2016-07-11
Steve Johnson,25,1520,2016-07-11
Jack Sock,26,1495,2016-07-11
Alexander Zverev,27,1430,2016-07-11
Gilles Simon,28,1405,2016-07-11
Sam Querrey,29,1390,2016-07-11
Joao Sousa,30,1355,2016-07-11
Kevin Anderson,31,1335,2016-07-11
Viktor Troicki,32,1270,2016-07-11
Alexandr Dolgopolov,33,1215,2016-07-11
Jeremy Chardy,34,1210,2016-07-11
Albert Ramos-Vinolas,35,1210,2016-07-11
Fabio Fognini,36,1170,2016-07-11
Grigor Dimitrov,37,1150,2016-07-11
Ivo Karlovic,38,1135,2016-07-11
Gilles Muller,39,1125,2016-07-11
Federico Delbonis,40,1105,2016-07-11
Andrey Kuznetsov,41,1093,2016-07-11
Nicolas Mahut,42,1054,2016-07-11
Marcos Baghdatis,43,1005,2016-07-11
Nicolas Almagro,44,979,2016-07-11
Marcel Granollers,45,972,2016-07-11
Pablo Carreno Busta,46,950,2016-07-11
Martin Klizan,47,943,2016-07-11
Paolo Lorenzi,48,940,2016-07-11
Thomaz Bellucci,49,930,2016-07-11
Jiri Vesely,50,915,2016-07-11
Guido Pella,51,913,2016-07-11
Andreas Seppi,52,910,2016-07-11
Mikhail Kukushkin,53,902,2016-07-11
Borna Coric,54,900,2016-07-11
Adrian Mannarino,55,880,2016-07-11
Guillermo Garcia-Lopez,56,855,2016-07-11
Ricardas Berankis,57,855,2016-07-11
Malek Jaziri,58,824,2016-07-11
Fernando Verdasco,59,820,2016-07-11
Ernests Gulbis,60,811,2016-07-11
Donald Young,61,792,2016-07-11
John Millman,62,790,2016-07-11
Mikhail Youzhny,63,788,2016-07-11
Taylor Fritz,64,788,2016-07-11
Dudi Sela,65,781,2016-07-11
Paul-Henri Mathieu,66,780,2016-07-11
Kyle Edmund,67,768,2016-07-11
Aljaz Bedene,68,765,2016-07-11
Rajeev Ram,69,753,2016-07-11
Diego Schwartzman,70,746,2016-07-11
Yen-Hsun Lu,71,745,2016-07-11
Horacio Zeballos,72,726,2016-07-11
Daniel Evans,73,722,2016-07-11
Ivan Dodig,74,718,2016-07-11
Victor Estrella Burgos,75,717,2016-07-11
Pierre-Hugues Herbert,76,711,2016-07-11
