full_name,ranking,points,date
Rafael Nadal,1,6700,2008-08-25
Roger Federer,2,5930,2008-08-25
Novak Djokovic,3,5105,2008-08-25
David Ferrer,4,2865,2008-08-25
Nikolay Davydenko,5,2700,2008-08-25
Andy Murray,6,2415,2008-08-25
David Nalbandian,7,1975,2008-08-25
Andy Roddick,8,1845,2008-08-25
James Blake,9,1725,2008-08-25
Stan Wawrinka,10,1670,2008-08-25
Fernando Gonzalez,11,1615,2008-08-25
Richard Gasquet,12,1595,2008-08-25
Fernando Verdasco,13,1440,2008-08-25
Ivo Karlovic,14,1405,2008-08-25
Tommy Robredo,15,1360,2008-08-25
Gilles Simon,16,1350,2008-08-25
Juan Martin del Potro,17,1343,2008-08-25
Nicolas Almagro,18,1305,2008-08-25
Jo-Wilfried Tsonga,19,1265,2008-08-25
Nicolas Kiefer,20,1225,2008-08-25
Mikhail Youzhny,21,1225,2008-08-25
Tomas Berdych,22,1210,2008-08-25
Igor Andreev,23,1145,2008-08-25
Marin Cilic,24,1145,2008-08-25
Paul-Henri Mathieu,25,1095,2008-08-25
Philipp Kohlschreiber,26,1055,2008-08-25
Dmitry Tursunov,27,1053,2008-08-25
Mario Ancic,28,1030,2008-08-25
Feliciano Lopez,29,1020,2008-08-25
Radek Stepanek,30,1006,2008-08-25
Andreas Seppi,31,990,2008-08-25
Juan Monaco,32,970,2008-08-25
Gael Monfils,33,963,2008-08-25
Robin Soderling,34,960,2008-08-25
Mardy Fish,35,955,2008-08-25
Rainer Schuettler,36,954,2008-08-25
Jarkko Nieminen,37,930,2008-08-25
Michael Llodra,38,911,2008-08-25
Tommy Haas,39,905,2008-08-25
Ernests Gulbis,40,884,2008-08-25
Marc Gicquel,41,884,2008-08-25
Carlos Moya,42,880,2008-08-25
Ivan Ljubicic,43,870,2008-08-25
Marat Safin,44,865,2008-08-25
Janko Tipsarevic,45,855,2008-08-25
Marcos Baghdatis,46,840,2008-08-25
Simone Bolelli,47,840,2008-08-25
Jurgen Melzer,48,814,2008-08-25
Agustin Calleri,49,785,2008-08-25
Juan Carlos Ferrero,50,780,2008-08-25
Marcel Granollers,51,751,2008-08-25
Jose Acasuso,52,736,2008-08-25
Guillermo Canas,53,735,2008-08-25
Victor Hanescu,54,723,2008-08-25
Sam Querrey,55,716,2008-08-25
Lleyton Hewitt,56,710,2008-08-25
Julien Benneteau,57,710,2008-08-25
Eduardo Schwank,58,709,2008-08-25
Albert Montanes,59,694,2008-08-25
Fabrice Santoro,60,691,2008-08-25
Robby Ginepri,61,675,2008-08-25
Steve Darcis,62,675,2008-08-25
Nicolas Devilder,63,642,2008-08-25
Juan Ignacio Chela,64,635,2008-08-25
Nicolas Lapentti,65,624,2008-08-25
Thomas Johansson,66,616,2008-08-25
Guillermo Garcia-Lopez,67,606,2008-08-25
Olivier Rochus,68,604,2008-08-25
Florent Serra,69,597,2008-08-25
Sebastien Grosjean,70,586,2008-08-25
Viktor Troicki,71,583,2008-08-25
Igor Kunitsyn,72,581,2008-08-25
Yen-Hsun Lu,73,571,2008-08-25
Denis Gremelmayr,74,562,2008-08-25
Ivan Navarro,75,560,2008-08-25
Dudi Sela,76,559,2008-08-25
Potito Starace,77,556,2008-08-25
Arnaud Clement,78,555,2008-08-25
Oscar Hernandez,79,551,2008-08-25
Jeremy Chardy,80,542,2008-08-25
Ivo Minar,81,540,2008-08-25
Marcos Daniel,82,537,2008-08-25
Fabio Fognini,83,536,2008-08-25
Nicolas Mahut,84,526,2008-08-25
Teymuraz Gabashvili,85,517,2008-08-25
Thomaz Bellucci,86,510,2008-08-25
Chris Guccione,87,505,2008-08-25
Pablo Andujar,88,501,2008-08-25
Bobby Reynolds,89,497,2008-08-25
Fred Gil,90,495,2008-08-25
Sergiy Stakhovsky,91,492,2008-08-25
Christophe Rochus,92,488,2008-08-25
Filippo Volandri,93,486,2008-08-25
Mischa Zverev,94,485,2008-08-25
Luis Horna,95,484,2008-08-25
Jesse Levine,96,484,2008-08-25
Robin Haase,97,481,2008-08-25
Evgeny Korolev,98,475,2008-08-25
Michael Berrer,99,475,2008-08-25
Roko Karanusic,100,471,2008-08-25
Hyung-Taik Lee,101,467,2008-08-25
Donald Young,102,462,2008-08-25
Benjamin Becker,103,459,2008-08-25
Kevin Anderson,104,459,2008-08-25
